,dia,isbn,PNL,Titulo,Autor,Chancela,pvp,pvp_livro_do_dia,desconto_livrdia_perc,Participant_Name,stand
1703,2021-09-06,9789898928122,,Embaixada A Gaio E Outros Textos,Fílon De Alexandria,Imprensa Da Universidade De Lisboa,19.9,11.94,40.0,Imprensa Universidade Lisboa,D49
1704,2021-09-03,9789722419956,,Embala Bebé - Dorme Com As Ondas Do Mar,Inês Pupo,Livros Horizonte Sociedade Comercial,4.43,3.55,19.864559819413092,Pingo Doce,D16
1705,2021-09-01,508733138014,,Emoções À Roda,Susana Amorim,Ideias Com História,27.9,22.32,19.999999999999996,Ideias Com História,D05
1706,2021-08-29,9789899931992,,"Empresariato, Casos De Sucesso Empresarial - Branding",Vários,Idioteque,20.0,12.0,40.0,Vasp Premium,A46
1707,2021-08-28,9789899931930,,"Empresariato, Casos De Sucesso Empresarial - Internacionalização",Vários,Idioteque,20.0,12.0,40.0,Vasp Premium,A46
1708,2021-09-06,9789726852391,,Enciclopédia Da União Europeia,"Brandão, Ana Paula Coutinho, Francisco",Petrony,29.9,17.94,39.99999999999999,Quimera Editores,A57
1709,2021-09-06,9789892405193,,Enciclopédia Da Vida Sexual 10-13,Aavv,Euroimpalabooks,11.9,5.95,50.0,Vasp Premium,A46
1710,2021-08-26,9789892405209,,Enciclopédia Da Vida Sexual 7-9,Aavv,Euroimpalabooks,11.9,5.95,50.0,Vasp Premium,A46
1711,2021-08-28,9789728818913,,Enciclopédia De Fátima,Carlos Moreira Azevedo E Luciano Cristino (Coord.),Principia,33.81,16.91,49.98521147589471,Principia | Lucerna,D47
1712,2021-08-30,9789898452511,,Encontros Marcados,Gonçalo Cadilhe,Clube Do Autor,13.95,8.4,39.78494623655913,Clube Do Autor,A61
1713,2021-08-27,9789898868718,,Endireita-Te,,Orfeu Mini,14.5,8.7,40.0,Orfeu Negro | Pato Lógico,A38
1714,2021-09-03,9789898868718,,Endireita-Te,,Orfeu Mini,14.5,8.7,40.0,Orfeu Negro | Pato Lógico,A38
1715,2021-09-07,9789898868718,,Endireita-Te,,Orfeu Mini,14.5,8.7,40.0,Orfeu Negro | Pato Lógico,A38
1716,2021-08-31,9789728930127,,Enfermagem Cardiaca,,Lusodidacta,63.6,38.16,40.00000000000001,Booki | Sabooks,B25
1717,2021-08-29,9789897480041,,Enfermagem Da Criança E Do Adolescente 9ª Edição (Wong),,Lusodidacta,148.4,89.04,40.0,Booki | Sabooks,B25
1718,2021-09-02,9789898075314,,"Enfermagem De Reabilitação, Prevenção, Intervenção E Resultados Esperados",,Lusodidacta,58.3,34.98,40.0,Booki | Sabooks,B25
1719,2021-09-01,9789728930639,,Enfermagem De Urgência - Da Teoria À Prática 6ª Edição,,Lusodidacta,95.4,57.24,40.0,Booki | Sabooks,B25
1720,2021-08-29,9789897525742,,Enfermagem De Urgência E Emergência,Coimbra,Lidel,42.2,33.76,20.00000000000001,Lidel – Edições Técnicas,B19
1721,2021-09-04,9789897232398,,Engenharia + Design: Da Ideia Ao Produto,"Carlos Relvas, António Ramos, José Simões, Luís Mota",Publindústria,40.0,20.0,50.0,Booki | Sabooks,B25
1722,2021-09-08,9788580555332,,Engenharia De Software,"Pressman, Roger S.; Maxim, Bruce R.",Mcgraw-Hill,81.62,48.97,40.00245037980888,Booki | Sabooks,B25
1723,2021-09-03,9789897232602,,Engenharia Hortícola,"Domingos Paulo Ferreira De Almeida, Mário Manuel Ferreira Dos Reis",Agrobook,25.0,12.5,50.0,Booki | Sabooks,B25
1724,2021-08-28,9789898874337,,Enredos & Outros Mares,José Luís Outono,Edições 100 Título,10.0,8.0,20.0,Editora Edições Esgotadas,B43
1725,2021-08-30,9789720046833,,Ensaio Sobre A Cegueira,José Saramago,Porto Editora,17.7,8.85,50.0,Porto Editora,B16
1726,2021-09-04,9789720046833,,Ensaio Sobre A Cegueira,José Saramago,Porto Editora,17.7,8.85,50.0,Porto Editora,B16
1727,2021-09-09,9789720046833,,Ensaio Sobre A Cegueira,José Saramago,Porto Editora,17.7,8.85,50.0,Porto Editora,B16
1728,2021-09-06,9789896416072,,Ensaios,Montaigne,Relógio D’água Editores,12.5,7.0,44.0,Relógio D’água Editores,A72
1729,2021-08-29,9789899980181,,Ensaios Em Persuasão,John Maynard Keynes,Imprensa Da Universidade De Lisboa,18.9,11.34,40.0,Imprensa Universidade Lisboa,D49
1730,2021-09-03,9789899980181,,Ensaios Em Persuasão,John Maynard Keynes,Imprensa Da Universidade De Lisboa,18.9,11.34,40.0,Imprensa Universidade Lisboa,D49
1731,2021-09-10,9789896416034,,Ensaios Escolhidos,George Orwell,Relógio D’água Editores,20.0,12.0,40.0,Relógio D’água Editores,A121
1732,2021-09-07,9789895479214,,Ensaísmo,Brian Dillon,Bazarov,15.0,12.0,20.0,Livros De Bordo,D35
1733,2021-09-04,9789898691958,,Ensinamentos De Mahavatar Babaji,Babaji,Publicações Maitreya,17.0,10.2,40.0,Publicações Maitreya,D55
1734,2021-09-05,9788584290482,,Ensino Híbrido,"Bacich, Lilian",Penso,18.02,10.81,40.011098779134294,Booki | Sabooks,B25
1735,2021-09-01,9789725306130,✅,"Então, Morde?",Jean Gourounas,Bizâncio,11.9,6.0,49.57983193277311,Bizâncio,D33
1736,2021-09-07,9789899003231,,Entre A Morte E A Vida,Mafalda Soares Pinho,Cordel D Prata,14.0,11.2,20.000000000000004,Cordel D’prata,B23
1737,2021-08-26,9789898911834,,Entre As Brumas Da Memória,Fausto Reis,Edições Esgotadas,17.5,12.8,26.85714285714285,Editora Edições Esgotadas,B43
1738,2021-09-05,9789895467808,,Entre Tanto,Luna Nomad & Mussa Sani,Nimba Edições,11.99,9.59,20.016680567139286,Nimba Edições,C20
1739,2021-09-08,9789726083153,,Entretanto,,Antígona,14.0,8.4,40.0,Antígona,A42
1740,2021-09-02,9789727963560,,Entrevista Motivacional,"Miller, Willian R; Rollnick, Stephen",Climepsi,39.9,23.94,40.0,Climepsi Editores,A55
1741,2021-09-02,9789896712259,✅,Entrevistas De Nuremberga (Bolso),Leon Goldensohn,Tinta-Da-China,16.9,10.8,36.09467455621301,Tinta-Da-China,C14
1742,2021-09-08,9789728761448,,"Envelhecimento : Memorias Da Velhice, Pelas Terras Do Sempre
Pelas Terras Do Sempre E Do Nunca",Ana Gomes,Scml,10.0,6.0,40.0,Santa Casa Da Misericórdia De Lisboa,B02
1743,2021-09-06,9789897232008,,Enxertias - Manual Técnico Para Amadores E Profissionais (2.ª Edição),Augusto Maria Da Silva,Agrobook,22.0,11.0,50.0,Booki | Sabooks,B25
1744,2021-08-27,9789723719116,✅,Épico De Gilgameš,-,Assírio & Alvim,16.6,8.3,50.0,Porto Editora,A43
1745,2021-09-02,9789723719116,✅,Épico De Gilgameš,-,Assírio & Alvim,16.6,8.3,50.0,Porto Editora,A43
1746,2021-09-07,9789723719116,✅,Épico De Gilgameš,-,Assírio & Alvim,16.6,8.3,50.0,Porto Editora,A43
1747,2021-09-12,9789723719116,✅,Épico De Gilgameš,-,Assírio & Alvim,16.6,8.3,50.0,Porto Editora,A43
1748,2021-09-02,9789898906670,,Epidemias - Como Combatê-Las,Vários,Alêtheia Editores,6.2,3.72,40.0,Alêtheia Editores,D72
1749,2021-09-03,9789898075307,,Epidemiologia 4ª Edição,,Lusodidacta,38.16,22.9,39.9895178197065,Booki | Sabooks,B25
1750,2021-09-03,5602072330051,,"Era Do Paradoxo, A","Handy, Charles",Cetop,24.5,14.7,40.0,Clássica Editora,A53
1751,2021-09-12,9789898214393,✅,Era Uma Vez Um Cão,,Tcharan,12.9,7.74,40.0,Orfeu Negro | Pato Lógico,A38
1752,2021-09-06,9789896651565,,Era Uma Vez Uma Raiva,Blandina Franco,Nuvem De Letras,12.7,7.62,40.0,Penguin Random House,A105
1753,2021-08-26,9788564347298,,Era Uma Vez Uma Sandália...,Isis Berlinck Renault,Editora Literarte,9.6,7.2,24.999999999999993,Rede Sem Fronteiras,D51
1754,2021-08-27,9788564347298,,Era Uma Vez Uma Sandália...,Isis Berlinck Renault,Editora Literarte,9.6,7.2,24.999999999999993,Rede Sem Fronteiras,D51
1755,2021-08-28,9788564347298,,Era Uma Vez Uma Sandália...,Isis Berlinck Renault,Editora Literarte,9.6,7.2,24.999999999999993,Rede Sem Fronteiras,D51
1756,2021-08-29,9788564347298,,Era Uma Vez Uma Sandália...,Isis Berlinck Renault,Editora Literarte,9.6,7.2,24.999999999999993,Rede Sem Fronteiras,D51
1757,2021-08-30,9788564347298,,Era Uma Vez Uma Sandália...,Isis Berlinck Renault,Editora Literarte,9.6,7.2,24.999999999999993,Rede Sem Fronteiras,D51
1758,2021-08-31,9788564347298,,Era Uma Vez Uma Sandália...,Isis Berlinck Renault,Editora Literarte,9.6,7.2,24.999999999999993,Rede Sem Fronteiras,D51
1759,2021-09-01,9789899980075,,"Ermal, Quando A Guerra Fria Aqueceu",Miguel Santos,Escorpião Azul,12.0,9.6,20.000000000000004,Convergência,D20
1760,2021-09-12,9789899980075,,"Ermal, Quando A Guerra Fria Aqueceu",Miguel Santos,Escorpião Azul,12.0,9.6,20.000000000000004,Convergência,D20
1761,2021-09-03,9789895425205,,"Ermal, Sementes No Deserto",Miguel Santos,Convergência,12.5,10.0,20.0,Convergência,D20
1762,2021-09-02,9789899998971,,"Ermal, Terra E Sangue""",Miguel Santos,Escorpião Azul,13.0,10.4,20.0,Convergência,D20
1763,2021-08-29,978989537127,,Ervilhinho,David Kali ,Editora Baduga,13.5,10.8,19.999999999999996,Livros De Bordo,D35
1764,2021-09-04,978989537127,,Ervilhinho,David Kali ,Editora Baduga,13.5,10.8,19.999999999999996,Livros De Bordo,D35
1765,2021-09-07,978989537127,,Ervilhinho,David Kali ,Editora Baduga,13.5,10.8,19.999999999999996,Livros De Bordo,D35
1766,2021-09-11,978989537127,,Ervilhinho,David Kali ,Editora Baduga,13.5,10.8,19.999999999999996,Livros De Bordo,D35
1767,2021-08-30,9789896685874,,Escola 10: Estrela De Rock!,James Patterson E Chris Tebbets,Booksmile,16.59,9.95,40.02411091018686,20|20 Editora,C31
1768,2021-09-01,9789897076695,,Escola 9: De Bestial A Besta!,James Patterson E Chris Tebbets,Booksmile,16.99,10.2,39.96468510888758,20|20 Editora,C31
1769,2021-09-06,9789898906533,,"Escola Austríaca, Ética & Liberdade",André Azevedo Alves E Daniela Silva (Coord.),Alêtheia Editores,18.0,10.8,40.0,Alêtheia Editores,D72
1770,2021-08-28,9789895425662,,Escola De Futebol: 1ª Época,"Alex Bellos, Ben Lyttleton",Federação Portuguesa De Futebol,16.5,8.25,50.0,Cultura Editora,A24
1771,2021-09-12,9789899039049,,Escola De Futebol: 2ª Época,"Alex Bellos, Ben Lyttleton",Federação Portuguesa De Futebol,15.5,12.4,20.0,Cultura Editora,A24
1772,2021-09-08,9789729985416,,Escolas D´Óbidos  Schools Of Óbidos Claudio Sat,Claudio Sat,Claudio Sat,42.0,18.0,57.14285714285714,Blaubookshop – Chili Com Carne,D28
1773,2021-09-09,9789729985416,,Escolas D´Óbidos  Schools Of Óbidos Claudio Sat,Claudio Sat,Claudio Sat,42.0,18.0,57.14285714285714,Blaubookshop – Chili Com Carne,D28
1774,2021-08-28,9789898536068,,Escolas E Estudantes Da Europa,Susana Da Cruz Martins,Editora Mundos Sociais,12.5,6.75,46.0,Iscte-Iul,C04
1775,2021-09-08,9789898809759,,Escolhidos,Donna Steichen,Lucerna,24.0,12.0,50.0,Principia | Lucerna,D45
1776,2021-09-01,9789896416669,,Escombros,Elena Ferrante,Relógio D’água Editores,17.0,10.0,41.17647058823529,Relógio D’água Editores,A119
1777,2021-08-28,9789895417162,,Escorpiões Do Deserto 1,Hugo Pratt,Ala Dos Livros,23.89,15.0,37.21222268731687,Convergência,D20
1778,2021-09-07,9789895417162,,Escorpiões Do Deserto 1,Hugo Pratt,Ala Dos Livros,23.89,15.0,37.21222268731687,Convergência,D20
1779,2021-09-06,9789897023286,✅,Escravatura,João Pedro Marques,"Guerra E Paz, Editores",14.9,8.94,40.0,Guerra E Paz  Editores,A50
1780,2021-08-26,9789896264789,✅,Escravos E Traficantes No Império Português,Arlindo Manuel Caldeira,A Esfera Dos Livros,23.0,13.8,40.0,Vasp Premium,A46
1781,2021-08-31,9789896268114,✅,Escravos Em Portugal,Arlindo Manuel Caldeira,A Esfera Dos Livros,24.1,14.46,40.0,Vasp Premium,A46
1782,2021-09-06,9789897075025,,Escreve O Teu Primeiro Livro,Wonder Studio,Booksmile,13.29,7.97,40.0300978179082,20|20 Editora,C33
1783,2021-09-04,9789899015722,,Escritas Da Pandemia Com Caneta E Pincel,Violante Saramago Matos,Edições Esgotadas,15.0,12.0,20.0,Editora Edições Esgotadas,B43
1784,2021-08-26,9789898342898,,Escritas Do Nordeste,Norberto Francisco Machado Da Veiga,Lema D'origem - Editora,13.0,8.84,32.0,Lema D’origem Editora,D22
1785,2021-09-04,9789898800886,,Escrito Na Água,Paula Hawkins,Topseller,21.98,13.19,39.9909008189263,20|20 Editora,D64
1786,2021-08-26,9789726192879,,"Escritos Sobre Cinema... (Tomo I, 1º Volume)","Cinemateca Portuguesa-Museu Do Cinema, Ip",Não Disponível,25.0,12.5,50.0,Cinemateca Portuguesa,D57
1787,2021-09-01,9789726192879,,"Escritos Sobre Cinema... (Tomo I, 1º Volume)","Cinemateca Portuguesa-Museu Do Cinema, Ip",Não Disponível,25.0,12.5,50.0,Cinemateca Portuguesa,D57
1788,2021-08-27,9789726192893,,"Escritos Sobre Cinema... (Tomo I, 2º Volume)","Cinemateca Portuguesa-Museu Do Cinema, Ip",Não Disponível,25.0,12.5,50.0,Cinemateca Portuguesa,D57
1789,2021-09-08,9789726192893,,"Escritos Sobre Cinema... (Tomo I, 2º Volume)","Cinemateca Portuguesa-Museu Do Cinema, Ip",Não Disponível,25.0,12.5,50.0,Cinemateca Portuguesa,D57
1790,2021-09-12,9789726192893,,"Escritos Sobre Cinema... (Tomo I, 2º Volume)","Cinemateca Portuguesa-Museu Do Cinema, Ip",Não Disponível,25.0,12.5,50.0,Cinemateca Portuguesa,D57
1791,2021-08-28,9789726192909,,"Escritos Sobre Cinema... (Tomo I, 3º Volume)","Cinemateca Portuguesa-Museu Do Cinema, Ip",Não Disponível,25.0,12.5,50.0,Cinemateca Portuguesa,D57
1792,2021-08-26,9789897500954,,"Esoterismo De Dante, O",René Guénon,Vega,11.66,7.0,39.96569468267582,Nova Vega,A20
1793,2021-08-27,9789724818801,,Esoterismo Fernando Pessoa,Dalila Pereira Da Costa,Lello Editores,12.0,7.2,40.0,Lello Editores,A11
1794,2021-09-08,9789724818801,,Esoterismo Fernando Pessoa,Dalila Pereira Da Costa,Lello Editores,12.0,7.2,40.0,Lello Editores,A11
1795,2021-09-12,9789899899636,,Espada Que Sangra,Nuno Ferreira,Editorial Divergência,17.0,10.2,40.0,Convergência,D20
1796,2021-09-09,9789726996927,✅,Espanta-Pardais,Maria Rosa Colaço E Albino Moura (Il.),Vega,13.12,7.0,46.64634146341463,Nova Vega,A20
1797,2021-09-08,9789722412100,✅,Espantalho Enamorado (O),"Guido Visconti, Giovanna Osellame",Livros Horizonte,14.34,8.6,40.0278940027894,Livros Horizonte,A87
1798,2021-09-11,9789897232275,,Especiarias E Aromáticas,José Eduardo Mendes Ferrão,Agrobook,33.0,16.5,50.0,Booki | Sabooks,B25
1799,2021-09-02,9789727708789,,"Espelho, Espelho Meu",Toni Raiten-D'antonio,Plátano Editora S.A,17.9,8.95,50.0,Plátano Editora,A16
1800,2021-09-09,9789726083238,,Espelhos - Uma História Quase Universal,,Antígona,20.0,12.0,40.0,Antígona,A42
1801,2021-09-08,9789897243721,,Esplendor Do Mundo (O),Gonçalo Cadilhe,Clube Do Autor,19.5,11.7,40.0,Clube Do Autor,A61
1802,2021-08-29,9789720702371,✅,Espreita A História De Portugal,-,Porto Editora,14.4,7.2,50.0,Porto Editora,B10
1803,2021-09-01,9789720702371,✅,Espreita A História De Portugal,-,Porto Editora,14.4,7.2,50.0,Porto Editora,B10
1804,2021-09-06,9789720702371,✅,Espreita A História De Portugal,-,Porto Editora,14.4,7.2,50.0,Porto Editora,B10
1805,2021-08-27,9789720701206,✅,Espreita O Atlas,-,Porto Editora,14.4,7.2,50.0,Porto Editora,B10
1806,2021-09-02,9789720701206,✅,Espreita O Atlas,-,Porto Editora,14.4,7.2,50.0,Porto Editora,B10
1807,2021-09-07,9789720701206,✅,Espreita O Atlas,-,Porto Editora,14.4,7.2,50.0,Porto Editora,B10
1808,2021-09-12,9789720701206,✅,Espreita O Atlas,-,Porto Editora,14.4,7.2,50.0,Porto Editora,B10
1809,2021-09-02,9789724079325,,"Esquerdas Do Mundo, Uni-Vos!",Boaventura Sousa Santos,Almedina,15.9,9.54,40.00000000000001,Grupo Almedina,B68
1810,2021-08-27,9789896659233,,Essa Gente,Chico Buarque,Companhia Das Letras,15.9,9.54,40.00000000000001,Penguin Random House,A113
1811,2021-09-12,9789726852728,,Estabelecimento Da Filiação,"Oliveira, Guilherme De",Petrony,21.9,13.14,39.99999999999999,Quimera Editores,A57
1812,2021-09-03,9789892085074,,Estação Vernadsky,"Soraia Vasconcelos, Susana Gaudêncio (Eds.)",Dois Dias Edições,17.0,10.2,40.0,Saguão | Dois Dias | Ymago,C53
1813,2021-08-26,9789896687953,,Estado Crítico,Matt Morgan,Vogais,16.59,9.95,40.02411091018686,20|20 Editora,C35
1814,2021-09-11,9789726852889,,Estado Da União Europeia,"Camisão, Isabel",Petrony,19.9,11.94,40.0,Quimera Editores,A57
1815,2021-08-31,9789722528955,,Estalinegrado,Antony Beevor,Bertrand,18.8,9.4,50.0,Bertrand Editora,A23
1816,2021-09-10,9789722528955,,Estalinegrado,Antony Beevor,Bertrand,18.8,9.4,50.0,Bertrand Editora,A23
1817,2021-08-28,9789898975331,,Estamos Grávidos! E Agora?,Carmen Ferreira,Manuscrito Editora,19.9,9.95,50.0,Editorial Presença,A85
1818,2021-09-06,9789724069494,,Estatuto Da Ordem Dos Advogados Anotado,Luís Manuel Teles De Menezes Leitão,Almedina,42.9,21.45,50.0,Grupo Almedina,A93
1819,2021-08-31,9789898327260,✅,Este Alce É Meu,,Orfeu Mini,15.0,9.0,40.0,Orfeu Negro | Pato Lógico,A38
1820,2021-08-30,180000411v,,Este Grande Não-Saber,Denise Levertov,Editora Flâneur,15.0,12.0,20.0,Livros De Bordo,D35
1821,2021-09-05,180000411v,,Este Grande Não-Saber,Denise Levertov,Editora Flâneur,15.0,12.0,20.0,Livros De Bordo,D35
1822,2021-09-08,180000411v,,Este Grande Não-Saber,Denise Levertov,Editora Flâneur,15.0,12.0,20.0,Livros De Bordo,D35
1823,2021-09-12,180000411v,,Este Grande Não-Saber,Denise Levertov,Editora Flâneur,15.0,12.0,20.0,Livros De Bordo,D35
1824,2021-09-08,9789722358781,,Este Livro É Da Minha Avó,"Jaume Copons, Liliana Fortuny",Editorial Presença,10.9,5.45,50.0,Editorial Presença,B56
1825,2021-09-01,9789896686048,,Ester: Beleza Real,Angela Hunt,Topseller,17.69,10.61,40.02261164499718,20|20 Editora,C27
1826,2021-08-27,9789895309603,,Estes Ventos Negros,João Narciso,Caixa Alta,10.0,8.0,20.0,Livros De Bordo,D35
1827,2021-08-31,9789895309603,,Estes Ventos Negros,João Narciso,Caixa Alta,10.0,8.0,20.0,Livros De Bordo,D35
1828,2021-09-05,9789895309603,,Estes Ventos Negros,João Narciso,Caixa Alta,10.0,8.0,20.0,Livros De Bordo,D35
1829,2021-09-12,9789895309603,,Estes Ventos Negros,João Narciso,Caixa Alta,10.0,8.0,20.0,Livros De Bordo,D35
1830,2021-08-27,9789897224393,,Estocolmo,Sérgio Godinho,Quetzal,15.5,7.75,50.0,Bertrand Editora,A37
1831,2021-09-09,9789897224393,,Estocolmo,Sérgio Godinho,Quetzal,15.5,7.75,50.0,Bertrand Editora,A37
1832,2021-08-31,9789899972018,✅,Estoril,Dejan Stankovic,Bookbuilders,17.9,10.0,44.134078212290504,E-Primatur & Bookbuilders,D66
1833,2021-09-06,9789895314669,,Estranha Visita,Gracia Iglesias | Vicente Cruz,The Poets And Dragons Society,11.0,8.8,19.999999999999993,The Poets And Dragon Society,B45
1834,2021-09-03,9789896941697,,Estratégia,Vários Autores,Actual Editora,19.9,11.94,40.0,Grupo Almedina,B68
1835,2021-09-04,9728883439,,Estratégia Empresarial:,Mário Alexandre Guerreiro Antão,Universidade Lusíada Editora,10.0,6.0,40.0,Universidade Lusíada Editora,C09
1836,2021-08-28,9789896714529,✅,Estrela Solitária,Ruy Castro,Tinta-Da-China,23.9,14.79,38.11715481171548,Tinta-Da-China,C43
1837,2021-08-26,9788554818081,,Estrelas De Pés No Chão,Clara Arreguy,Editora Outubro,10.8,8.1,25.000000000000007,Rede Sem Fronteiras,D51
1838,2021-08-27,9788554818081,,Estrelas De Pés No Chão,Clara Arreguy,Editora Outubro,10.8,8.1,25.000000000000007,Rede Sem Fronteiras,D51
1839,2021-08-30,9789898536464,,Estudos De Género,"A.Torres, H. Sant´Ana E D. Maciel (Orgs.)",Editora Mundos Sociais,12.5,6.75,46.0,Iscte-Iul,C04
1840,2021-08-31,9789726292364,,Estudos Sobre A Actividade Inspectiva,Ana Fernanda Neves (et. al),AAFDL Editora,10.0,6.0,40.0,AAFDL Editora,B31
1841,2021-09-02,9789898662873,,Ética Com Razões,Pedro Galvão,Ffms - Fundação Francisco Manuel Dos Santos,3.5,1.75,50.0,F. Francisco Manuel Dos Santos,C03
1842,2021-08-30,9789898131621,,"Ética, Valores Humanos E Resp. Social Das Empresas",Filipe Almeida,Principia,20.14,10.07,50.0,Principia | Lucerna,D47
1843,2021-09-11,9789897601149,,Eu Ajudo,Rádio Comercial,Plátano Editora S.A,10.6,5.3,50.0,Plátano Editora,A16
1844,2021-09-05,9789897077807,,Eu Cómico 6: Mais Cromo E Divertido,James Patterson E Chris Grabenstein,Booksmile,16.99,10.2,39.96468510888758,20|20 Editora,C31
1845,2021-09-10,9788491394419,,Eu Costumava Ter Uma Vida F*Dida,John Kim,Harper Collins,16.9,10.14,39.99999999999999,Vasp Premium,A46
1846,2021-09-04,9789897765971,,Eu Digo Obrigada,Ana Oom,"Zero A Oito - Edicao E Conteudos, Lda",4.43,3.55,19.864559819413092,Pingo Doce,D16
1847,2021-09-02,9789896685638,,Eu E Eles,Kristan Higgins,Topseller,18.79,11.28,39.96806812134114,20|20 Editora,C29
1848,2021-09-01,9789897765964,,Eu Peço Desculpa,Ana Oom,"Zero A Oito - Edicao E Conteudos, Lda",4.43,3.55,19.864559819413092,Pingo Doce,D16
1849,2021-09-07,9789898975232,,Eu Sei Como Ser Feliz,Isabel Silva,Manuscrito Editora,18.5,9.25,50.0,Editorial Presença,A85
1850,2021-09-04,9789897079177,,Eu Sou Super!,Joana Laranjeiro,Booksmile,13.99,8.4,39.95711222301644,20|20 Editora,D58
1851,2021-09-04,9789895490967,,Eu Uso Termotebe E O Meu Pai Também,Ricardo Correia,Artistas Unidos/Snob,7.0,5.6,20.000000000000004,Livros De Bordo,D35
1852,2021-09-11,9789895490967,,Eu Uso Termotebe E O Meu Pai Também,Ricardo Correia,Artistas Unidos/Snob,7.0,5.6,20.000000000000004,Livros De Bordo,D35
1853,2021-09-07,9789722419796,,Eu Vi Uma Abelha,Rob Ramsden,Livros Horizonte Sociedade Comercial,4.43,3.55,19.864559819413092,Pingo Doce,D16
1854,2021-08-30,9789895417148,,"Eu, Louco",Antonio Altarriba E Keko,Ala Dos Livros,21.9,12.9,41.095890410958894,Convergência,D20
1855,2021-09-09,9789895417148,,"Eu, Louco",Antonio Altarriba E Keko,Ala Dos Livros,21.9,12.9,41.095890410958894,Convergência,D20
1856,2021-09-10,9789722351737,✅,"Eu, Malala - A Minha Luta Pela Liberdade","Malala Yousafzai, Christina Lamb",Editorial Presença,17.9,8.95,50.0,Editorial Presença,A75
